"Region","School District","Year","Gender","Total"
71,"Comox Valley",2020,"T",73663
72,"Campbell River",2020,"T",46974
73,"Kamloops/Thompson",2020,"T",128074
74,"Gold Trail",2020,"T",11114
75,"Mission",2020,"T",47652
78,"Fraser - Cascade",2020,"T",19785
79,"Cowichan Valley",2020,"T",77694
81,"Fort Nelson",2020,"T",4996
82,"Coast Mountains",2020,"T",36579
83,"Okanagan - Shuswap",2020,"T",58686
84,"Vancouver Island West",2020,"T",2328
85,"Vancouver Island North",2020,"T",11777
87,"Stikine",2020,"T",2104
91,"Nechako Lakes",2020,"T",23288
92,"Nisga'a",2020,"T",1917
5,"Southeast Kootenay",2021,"T",45142
6,"Rocky Mountain",2021,"T",28373
8,"Kootenay Lake",2021,"T",44404
10,"Arrow Lakes",2021,"T",4820
19,"Revelstoke",2021,"T",9387
20,"Kootenay-Columbia",2021,"T",35566
22,"Vernon",2021,"T",73659
23,"Central Okanagan",2021,"T",224396
27,"Cariboo - Chilcotin",2021,"T",41570
28,"Quesnel",2021,"T",24442
33,"Chilliwack",2021,"T",107125
34,"Abbotsford",2021,"T",162985
35,"Langley",2021,"T",164364
36,"Surrey",2021,"T",628780
37,"Delta",2021,"T",113820
38,"Richmond",2021,"T",218520
39,"Vancouver",2021,"T",721934
40,"New Westminster",2021,"T",83883
41,"Burnaby",2021,"T",259655
42,"Maple Ridge-Pitt Meadows",2021,"T",111946
43,"Coquitlam",2021,"T",256837
44,"North Vancouver",2021,"T",152756
45,"West Vancouver",2021,"T",52581
46,"Sunshine Coast",2021,"T",31802
47,"Powell River",2021,"T",20841
48,"Sea to Sky",2021,"T",43705
49,"Central Coast",2021,"T",3573
50,"Haida Qwaii/Queen Charlotte",2021,"T",4621
51,"Boundary",2021,"T",12638
52,"Prince Rupert",2021,"T",14920
53,"Okanagan Similkameen",2021,"T",26677
54,"Bulkley Valley",2021,"T",16659
57,"Prince George",2021,"T",105045
58,"Nicola - Similkameen",2021,"T",17107
59,"Peace River South",2021,"T",28382
60,"Peace River North",2021,"T",39467
61,"Greater Victoria",2021,"T",249870
62,"Sooke",2021,"T",94967
63,"Saanich",2021,"T",70787
64,"Gulf Islands",2021,"T",16301
67,"Okanagan Skaha",2021,"T",58969
68,"Nanaimo-Ladysmith",2021,"T",135836
69,"Qualicum",2021,"T",51368
70,"Alberni",2021,"T",33862
71,"Comox Valley",2021,"T",74601
72,"Campbell River",2021,"T",47272
73,"Kamloops/Thompson",2021,"T",128677
74,"Gold Trail",2021,"T",11123
75,"Mission",2021,"T",47958
78,"Fraser - Cascade",2021,"T",19823
79,"Cowichan Valley",2021,"T",78051
81,"Fort Nelson",2021,"T",5018
82,"Coast Mountains",2021,"T",36856
83,"Okanagan - Shuswap",2021,"T",58813
84,"Vancouver Island West",2021,"T",2327
85,"Vancouver Island North",2021,"T",11799
87,"Stikine",2021,"T",2094
91,"Nechako Lakes",2021,"T",23460
92,"Nisga'a",2021,"T",1923
